burnin,date,DMA,Ridge,ElasticNet,Combo,actual
60,2003-03-01,1.1206437049533717,1.1438239056594557,0.4130045362312529,0.7668241205923123,-1.5315919475834883
60,2003-04-01,-0.2971177669486781,-0.20166849978627036,-0.15439044233177562,-0.22575410464022685,-4.255883710198427
60,2003-05-01,0.14080270609329976,0.06439880550273779,-0.8695471869031911,-0.36437224040494565,3.599185453844389
60,2003-06-01,1.5807676537571729,1.6867486121575737,0.05015039370510689,0.8154590237311399,2.3842570284683173
60,2003-07-01,0.45339448934932364,1.3368255311520456,0.4192431986012907,0.4363188439753072,1.1323872338664165
60,2003-08-01,1.0983525098387934,1.9582125690438217,1.5151379788013548,1.3067452443200742,2.6114463492245443
60,2003-09-01,1.598174711562036,1.3842186726461223,1.582479992914816,1.5903273522384258,2.4255676431583995
60,2003-10-01,0.6667748715139618,0.6861546982648241,-0.10584225142331333,0.2804663100453242,7.449557063745904
60,2003-11-01,4.112466942872451,3.3482871044155336,2.1264511726895936,3.119459057781022,5.774207461720948
60,2003-12-01,1.7620850458135673,1.7779645986847643,0.489620796308462,1.1258529210610146,7.271462537815987
60,2004-01-01,3.6652607036765565,2.460087551093597,1.5243917509136455,2.5948262272951013,9.857833452970045
60,2004-02-01,1.4748177851412985,1.497982051899477,0.32054826834014205,0.8976830267407203,13.549387559681335
60,2004-03-01,6.853574488234457,4.446377743836223,3.788590126266854,5.321082307250656,8.22321094674443
60,2004-04-01,3.869671489836835,2.1834966629203114,2.064849170786961,2.9672603303118983,-3.4372459645596765
60,2004-05-01,-2.9837206524958026,-0.13446836615511426,-0.1943916341120847,-1.5890561433039436,-5.748829134741873
60,2004-06-01,0.16238125007390325,1.5178194785447787,1.3128334896658789,0.7376073698698911,-0.6557817058365112
60,2004-07-01,-0.21110175801584294,0.7273398978153407,0.7476012368551963,0.26824973941967667,4.275881881186927
60,2004-08-01,3.3101888655068583,2.9391109589070585,2.4236793031536803,2.8669340843302695,0.4598508641431298
60,2004-09-01,1.7765748409478652,0.9251555813845994,0.9061700180695743,1.3413724295087197,2.072082983872625
60,2004-10-01,4.54283148847256,3.4784862721725016,2.939362516098316,3.741097002285438,2.615280920247276
60,2004-11-01,2.876026080534927,1.6336182004082764,1.3728327789149115,2.1244294297249193,3.6672399039654247
60,2004-12-01,5.591554514594344,3.574867676854245,3.0504926979900646,4.321023606292204,0.8769223941387905
60,2005-01-01,2.1688350697373715,0.8327915559067081,0.8449484332240476,1.5068917514807096,0.179637679837219
60,2005-02-01,0.22528692082207535,1.3378802624088064,1.1331312748307447,0.67920909782641,2.6218262981168916
60,2005-03-01,3.6073900829572243,3.35340025372475,3.08746968140354,3.347429882180382,4.269751648745013
60,2005-04-01,-0.07059278211758149,-0.1635177583337022,-0.06664597726708799,-0.06861937969233474,0.05062036543292958
60,2005-05-01,0.31404924286526253,-0.8243062655284988,-0.6257128250417666,-0.15583179108825204,-3.935787354783238
60,2005-06-01,-0.5191005111406499,0.28940258075682346,0.3219801492832352,-0.09856018092870736,6.867090978678392
60,2005-07-01,2.7551574417351192,2.096290695866723,2.033549326344497,2.394353384039808,2.2913954015085336
60,2005-08-01,2.068461127882615,1.1187801998220035,1.180036157563146,1.6242486427228804,5.903191606502278
60,2005-09-01,2.7889818278624046,1.839965689422149,1.6685153171979303,2.2287485725301677,2.0864258091011667
60,2005-10-01,2.4404368297379246,1.034901282891333,1.2707615604756124,1.8555991951067685,6.293796559501641
60,2005-11-01,0.2251943673012701,-0.04648547988292506,0.02715189398459472,0.1261731306429324,4.963391555071728
60,2005-12-01,3.7757926245050437,2.099956486543622,1.9767204599396928,2.876256542222368,7.825518053748892
60,2006-01-01,3.6939719923873353,1.9571856429798524,1.9002007847413738,2.7970863885643547,3.9198454907747315
60,2006-02-01,4.931572613486324,3.923114256022645,3.55874673962761,4.245159676556967,5.313034956792295
60,2006-03-01,1.1112686296020249,0.06148961748463022,0.19019345670865584,0.6507310431553404,3.156574010615243
60,2006-04-01,3.4426725514795775,3.005731002259965,2.8400713801704582,3.1413719658250177,24.834625173321378
60,2006-05-01,11.285384159014002,5.825055718447621,5.37557237336555,8.330478266189775,25.643531225785953
60,2006-06-01,12.074821436043557,5.032123709013722,4.803903478475059,8.439362457259307,-10.110358584964851
60,2006-07-01,1.5429589917129474,0.5607053828484594,0.7285008564888975,1.1357299241009224,7.19766784162601
60,2006-08-01,3.286281876873148,2.41959963916563,2.275174987478971,2.7807284321760593,0.04610142229255487
60,2006-09-01,3.499487425111753,1.865182218198683,1.7965638278249898,2.6480256264683715,-0.9599498830076381
60,2006-10-01,-1.2778365111238723,0.033574220566289004,0.14964614807187582,-0.5640951815259982,-1.567296720352096
60,2006-11-01,8.484815489881719,3.3373663771652797,3.2148109318291525,5.8498132108554355,-5.906427993717922
60,2006-12-01,4.242208272736181,2.4095304251137084,2.1930079063052847,3.217608089520733,-5.496222724259258
60,2007-01-01,-0.8254626449003165,0.07445345808882409,0.13833503316629225,-0.34356380586701213,-13.762239156541668
60,2007-02-01,1.5640110579660134,0.29608539373965703,0.39823795299711495,0.9811245054815642,-0.026940034802647173
60,2007-03-01,4.224626464731782,2.6945710131983267,2.5203629919495,3.372494728340641,12.192449143564854
60,2007-04-01,9.33582070524511,4.402435137703711,4.175603554886274,6.755712130065692,19.30131910668351
60,2007-05-01,8.45025038393145,4.756235535440387,4.368976176739576,6.409613280335513,-0.41998197390729075
60,2007-06-01,8.473174186279762,2.674529335175194,2.6670860208156446,5.570130103547703,-2.4651698845730596
60,2007-07-01,6.034572675527663,2.5983684274039884,2.558174908439508,4.296373791983585,5.944490990616669
60,2007-08-01,6.300709955587028,2.641666899720363,2.5417174505721,4.421213703079564,-6.131265137428976
60,2007-09-01,0.13975067910562028,-2.6016397106710305,-1.9975057464987498,-0.9288775336965648,2.9037307225626696
60,2007-10-01,10.979943705433824,4.941741503231366,4.772370165816975,7.876156935625399,4.6256806095333225
60,2007-11-01,4.963164961001376,2.8062519111132813,2.8201423173593105,3.891653639180343,-12.726128918417135
60,2007-12-01,-3.171176118250351,-4.798133507010181,-3.977171927324733,-3.574174022787542,-4.195790730364113
60,2008-01-01,-0.4147632755288729,-1.7967197142124238,-1.392215575484042,-0.9034894255064574,5.863238437460128
60,2008-02-01,0.30106395260531393,-0.5453970743535494,-0.40910254826023507,-0.054019297827460566,11.717133570654692
60,2008-03-01,6.2506430473176025,4.237172613583588,4.141634778194719,5.196138912756161,5.1801623819417
60,2008-04-01,0.22998681095105983,-0.5980877260627304,-0.25409446464853724,-0.012053826848738708,3.7805932403926823
60,2008-05-01,3.7925257056521415,2.270420040286844,2.4585708082423428,3.1255482569472424,-4.135349799039522
60,2008-06-01,0.6209179313826915,0.17468157816831664,0.5634444560453182,0.5921811937140049,-1.0659874607340525
60,2008-07-01,0.0067601236075983985,-0.9809363884058895,-0.546274809000288,-0.2697573426963448,1.1790579327117579
60,2008-08-01,-0.3102460706559895,-1.0870707042644454,-0.9140251078810522,-0.6121355892685209,-8.434473355903261
60,2008-09-01,-2.228570121279997,-4.099917469542494,-3.2576641643480886,-2.743117142814043,-8.046665251860363
60,2008-10-01,-9.939642371858332,-11.505595066761646,-9.59376699821209,-9.766704685035211,-30.36389646512537
60,2008-11-01,-16.22774617771771,-19.91578512250742,-17.73149792635614,-16.979622052036923,-22.674322391890954
60,2008-12-01,-7.1760453578559105,-8.9249480115894,-8.431358084221714,-7.803701721038812,-17.353280524736913
60,2009-01-01,-11.520708725529529,-9.663685257518768,-8.097574127658529,-9.809141426594028,5.319170347219693
60,2009-02-01,-10.01812903959805,-8.442983523343777,-7.210624670501052,-8.614376855049551,2.654766716767587
60,2009-03-01,3.104708597139403,0.8175565746007312,0.8098597929632323,1.9572841950513176,13.046352058814016
60,2009-04-01,10.057856052775882,3.442344378443451,3.496383664885462,6.777119858830672,17.513213914937232
60,2009-05-01,10.74426604065839,6.012946139808135,5.940949057446921,8.342607549052655,3.301265455743363
60,2009-06-01,11.339213469806639,9.461719472294895,9.28398150421069,10.311597487008665,9.231270459417162
60,2009-07-01,2.691077783825178,2.6820335102775834,2.664325738844478,2.677701761334828,4.076495144928094
60,2009-08-01,7.793684384850689,4.368529780154052,4.319738950243686,6.056711667547187,18.38276632085507
60,2009-09-01,3.8340746486536235,2.451082825613285,2.434221965149529,3.1341483069015763,0.16587393935452166
60,2009-10-01,5.976014093890835,4.187925494485587,4.068163492371165,5.022088793131,1.836071942609574
60,2009-11-01,3.9421862337148585,3.547352577373819,3.5041702594631188,3.7231782465889887,6.0848254553186765
60,2009-12-01,9.365342888790055,7.0968920275432605,6.927561512597507,8.146452200693782,4.525251569495414
60,2010-01-01,2.414500215017747,0.77107165869748,0.7527528534717047,1.583626534244726,5.306813104740571
60,2010-02-01,-3.5598348190005353,-1.5586214624190926,-1.563825886408493,-2.561830352704514,-6.76242617662266
60,2010-03-01,4.4023392568344395,3.1708920685817006,3.1638064061392526,3.7830728314868463,8.860227247757901
60,2010-04-01,8.192995904692644,7.153115633724359,7.180512230132453,7.686754067412549,3.6286887793367084
60,2010-05-01,-0.5135155084010121,0.8647289962812108,0.7901955721370975,0.13834003186804267,-11.197955881545374
60,2010-06-01,-3.243572046859531,-1.870961967886073,-1.8956140075833972,-2.569593027221464,-5.423531318155728
60,2010-07-01,-3.7069810555239675,-2.33426376641455,-2.3313400456698057,-3.0191605505968866,3.710476048086786
60,2010-08-01,9.174026134343586,7.026525238962073,7.230464035172714,8.20224508475815,8.338225600705606
60,2010-09-01,1.2508852273960767,2.1363217508251866,2.09855541629175,1.6747203218439135,5.58871471817437
60,2010-10-01,9.45843973870976,7.767755276504783,7.845170208060178,8.65180497338497,7.335912671105382
60,2010-11-01,5.399458002436432,3.8907647160660415,3.8630214813439365,4.631239741890184,1.6985228358720406
60,2010-12-01,2.599917765798436,2.0835810779362363,2.1393530032244303,2.369635384511433,8.336895668956101
60,2011-01-01,8.26162630122519,6.843450637634775,6.949945944351681,7.605786122788436,4.241491099304162
60,2011-02-01,-0.5905116787604517,-0.7624512505308549,-0.7875500528057413,-0.6890308657830966,3.5959231785989143
60,2011-03-01,2.445451093763219,2.612142784051832,2.5864804193012136,2.515965756532216,-3.70947812009359
60,2011-04-01,2.4254151991211654,2.503616121535843,2.43101421664562,2.4282147078833924,-0.042176568916774126
60,2011-05-01,1.7245878166586803,2.4909735926216237,2.4840113102789485,2.1042995634688144,-5.6202700697432935
60,2011-06-01,-1.127698818486674,-1.179739234221513,-1.1507301535644925,-1.1392144860255833,1.1418218980814743
60,2011-07-01,1.1892710483604532,1.0947632971643466,1.0728844145131833,1.1310777314368181,6.495707653115068
60,2011-08-01,1.1917241029530736,1.9560177530234006,1.899143527068323,1.5454338150106983,-6.727154566759596
60,2011-09-01,-2.2974598782626683,-1.4431601851895959,-1.511642676461375,-1.9045512773620217,-7.704467066562382
60,2011-10-01,-10.736551562238983,-10.236164345991583,-9.946346233243295,-10.341448897741138,-10.993984056455897
60,2011-11-01,9.248096325784523,8.375216992266491,8.232664331109696,8.74038032844711,2.5862078918786002
60,2011-12-01,-0.38360341812747034,-0.7476365008689614,-0.6354728327955668,-0.5095381254615186,-0.21364274813283624
60,2012-01-01,-1.5243533721065308,-1.1131351525946223,-1.1176920363054983,-1.3210227042060145,6.15341278696484
60,2012-02-01,8.208315413339148,7.657929561665766,7.511990499188432,7.86015295626379,5.003418978556451
60,2012-03-01,0.8250041641544099,2.257814708380459,2.1337522159953877,1.4793781900748988,0.11961066291945599
60,2012-04-01,-0.5240882279636234,-0.39061731969050006,-0.551084833949097,-0.5375865309563602,-2.58012548410832
60,2012-05-01,1.3185708123419737,1.9921055009135205,1.8933516173921716,1.6059612148670728,-4.514040666505581
60,2012-06-01,-4.4596315034442116,-5.719149996996289,-5.798020494061092,-5.128825998752651,-5.557021622671265
60,2012-07-01,0.8783947469264759,1.6131168775785265,1.5355894780603914,1.2069921124934337,2.1628370138445208
60,2012-08-01,1.004539716344497,2.09177815270491,2.0368200405264716,1.5206798784354842,-0.904260258634626
60,2012-09-01,1.0802376645392149,0.9243303471803872,0.9065822576534565,0.9934099610963356,7.5441323084773915
60,2012-10-01,3.489373649401827,3.454630122824049,3.4027915597429157,3.4460826045723714,-0.33940026161006775
60,2012-11-01,0.779557098328343,1.1085819484626,0.958001766175447,0.8687794322518949,-4.3079927337777875
60,2012-12-01,0.2092789428819139,0.7809102021094043,0.6302431489378472,0.4197610459098805,3.2188126406837103
60,2013-01-01,0.9943126015657962,1.0392459932608542,1.0234950479866003,1.008903824776198,1.2906212996791844
60,2013-02-01,1.3052499945325462,1.8082498617986893,1.62401843607357,1.4646342153030583,0.21804130020457446
60,2013-03-01,-1.2423700662705588,-1.3384031288828702,-1.413655538007839,-1.3280128021391988,-5.2101323189349795
60,2013-04-01,-2.2031443545471188,-2.20111735984888,-2.242269147270572,-2.2227067509088454,-5.329308295250645
60,2013-05-01,-1.3629637700152,-1.2417178820112957,-1.38811323101801,-1.375538500516605,0.18452565065616433
60,2013-06-01,1.1997070014074702,-0.4111635040131316,-0.44883225627447243,0.3754373725664989,-3.398862776300726
60,2013-07-01,-2.7483379437502866,-1.986723464124176,-2.1878496614356457,-2.468093802592966,-1.4559368767931957
60,2013-08-01,2.7054809704150413,2.8577875990886286,2.903206827689977,2.804343899052509,4.2003723336021315
60,2013-09-01,1.8656745994600104,2.5116301754387678,2.4509863531340423,2.158330476297026,-0.572000088759661
60,2013-10-01,2.6882080658843464,4.243911343470596,3.993710480088135,3.3409592729862405,0.6631292440628211
60,2013-11-01,2.875092872774287,2.3879403125356315,2.3688579913076238,2.6219754320409554,-1.967500297054492
60,2013-12-01,0.11549068105979561,0.2625383562760788,0.22722308961298887,0.17135688533639223,2.002901345700625
60,2014-01-01,2.7382811691189444,3.3857046484651936,3.30191819409024,3.0200996816045924,0.8437246364835449
60,2014-02-01,-1.0753150546232788,-1.4341872398201692,-1.440914203252115,-1.258114628937697,-2.1928349650066625
60,2014-03-01,1.287681088664583,2.2787267931466904,2.3232014944437394,1.8054412915541613,-6.672187715665978
60,2014-04-01,-0.19949399878186974,1.2154282761560733,1.1253753558377673,0.46294067852794873,0.44685358812193154
60,2014-05-01,0.9294103744505977,1.2952179869742135,1.3350259918809804,1.1322181831657891,2.6796962914771516
60,2014-06-01,0.2769079391009867,1.653903842459806,1.663619669372871,0.9702638042369289,-0.7752922598948109
60,2014-07-01,0.7596505114719777,1.336649031754832,1.4146163041455386,1.0871334078087582,4.583005227764092
60,2014-08-01,1.5028503634525634,1.5023406540886928,1.4665667293722118,1.4847085464123877,-1.700370122022088
60,2014-09-01,-1.8411864245245766,-1.74985316197679,-1.6993284398616422,-1.7702574321931093,-1.98632217928697
60,2014-10-01,-1.7144283447075888,-2.2403060012675517,-2.213383205508236,-1.9639057751079125,-2.14743838894097
60,2014-11-01,-1.1998630934147607,-0.11521965234124631,-0.14941240598115302,-0.6746377496979569,-0.45757252725633357
60,2014-12-01,-1.8699177856053522,-3.0159939757892955,-2.884557916212634,-2.377237850908993,-4.048790641958244
60,2015-01-01,-3.020117822644656,-3.5592590767346675,-3.409924982571174,-3.215021402607915,-9.046509195385589
60,2015-02-01,-5.0957597731267255,-5.701255091791707,-5.57447832648807,-5.335119049807398,-1.782599503144977
60,2015-03-01,2.9714864762303232,3.5372288716234337,3.2889765203852095,3.1302314983077664,3.630017804207508
60,2015-04-01,-2.3378602969131155,-2.1984155554795772,-2.0740530044914185,-2.2059566507022668,1.7699861841543152
60,2015-05-01,4.505448396572896,5.424088270281731,4.90252673485946,4.703987565716178,4.354734140597483
60,2015-06-01,-1.2463702884859074,-0.8273376402246633,-0.5992343931878643,-0.9228023408368858,-7.182308622589106
60,2015-07-01,-2.6840767401542713,-2.9794880623692084,-2.552247361079793,-2.618162050617032,-6.384810340897296
60,2015-08-01,-6.4561682574701225,-6.075973904401553,-5.321105060795527,-5.888636659132825,-6.234551623676888
60,2015-09-01,-3.2973411498313157,-2.9138483493243488,-2.6192917429204905,-2.9583164463759033,1.5683017038108593
60,2015-10-01,-1.5019187256340814,-1.357992609173586,-1.315997805171282,-1.4089582654026818,0.07447868001622115
60,2015-11-01,2.3343550551758283,3.257787270078215,3.1968385404956545,2.7655967978357414,-8.128975463934218
60,2015-12-01,-4.302261932442607,-6.202680004958083,-5.374229985382188,-4.838245958912397,-2.930031121986376
60,2016-01-01,-1.3673154245808627,-2.2266976599300965,-2.0151567788128895,-1.6912361016968762,-3.588452293304878
60,2016-02-01,-5.086532942461089,-5.8629167770505015,-5.304152149283689,-5.195342545872389,2.5002660495316853
60,2016-03-01,3.6865591249292775,6.713806710498806,6.81835864495496,5.2524588849421185,7.586122051937405
60,2016-04-01,2.2016320510701024,6.935766706891175,7.022397521740954,4.6120147864055285,-1.6430937320441652
60,2016-05-01,4.082371120910921,7.696622322302196,8.080832358623153,6.081601739767037,-3.2780722281288366
60,2016-06-01,-2.1298478889116645,-4.961463658036842,-4.612148249675658,-3.3709980692936616,-1.1181770944852065
60,2016-07-01,0.05187966772218772,1.9756391783065341,2.2610799563074524,1.15647981201482,4.882842567795853
60,2016-08-01,0.37206819331830493,1.0078175635755175,1.284832252727695,0.828450223023,-2.5603109367845156
60,2016-09-01,-1.4597839217629125,-3.3175310165778367,-3.0679229223232247,-2.2638534220430686,-0.35871949784082036
60,2016-10-01,0.7802694331564088,2.6180688229034823,3.1073842294828165,1.9438268313196128,0.1941271928797672
60,2016-11-01,0.34048702522947044,1.1074396688362327,1.2311553421442132,0.7858211836868418,14.970702706335315
60,2016-12-01,1.475451299003985,5.003001062736968,5.203385111949525,3.339418205476755,3.5283826159343334
60,2017-01-01,-0.33737836002279864,-0.04107254697264151,0.3591802905159353,0.010900965246568334,1.9891835659252788
60,2017-02-01,1.9889641560982982,5.469012373779582,4.879729983738947,3.4343470699186227,3.208255431072793
60,2017-03-01,-1.2900958966989684,-0.4628375782688845,-0.4259199183697965,-0.8580079075343825,-1.7413389723282546
60,2017-04-01,-0.48904077457754225,-1.1823942182587726,-0.945452210491398,-0.7172464925344701,-2.345892317355225
60,2017-05-01,0.37928956463436564,0.2021947889408694,0.16813707420320856,0.27371331941878707,-1.4286391880733662
60,2017-06-01,-0.37141256582351023,-0.8082800986115369,-0.7600317233638866,-0.5657221445936984,2.010517361164843
60,2017-07-01,0.6756331169446416,1.833350422820678,1.7276708239443908,1.201651970444516,4.723596694110643
60,2017-08-01,1.8219316121728486,4.678852032248278,4.661659387216176,3.241795499694512,8.415710046550352
60,2017-09-01,2.221014627395108,3.3427063451073047,3.3261466848622914,2.7735806561286998,1.329680496072383
60,2017-10-01,-0.33972097797764284,-0.37291411648861417,-0.43542376480529,-0.3875723713914664,3.5486699170302005
60,2017-11-01,1.0601702837013338,2.1268451176430436,2.2533203281774,1.6567453059393669,0.19994048719771396
60,2017-12-01,0.33214424342752613,1.7036967741405964,1.7459663660761646,1.0390553047518454,0.5360854985239083
60,2018-01-01,3.770550489762831,5.54437113241902,5.0685900919224895,4.41957029084266,3.0894556148358454
60,2018-02-01,0.6830126614030165,1.7993935950272326,2.0887365421802797,1.3858746017916481,-0.8068176709216224
60,2018-03-01,0.883578081991135,-0.47265240185124746,-0.3903818268895949,0.24659812755077004,-3.1480360142646435
60,2018-04-01,0.18091318981017893,-1.1110051280578839,-1.22334174580863,-0.5212142779992255,0.7948873587739547
60,2018-05-01,1.5275491384506714,3.094299183188749,2.5730921067114254,2.050320622581048,-0.3865150022863584
60,2018-06-01,0.4897314958795024,-0.03377028952325811,0.08372637158806417,0.2867289337337833,1.8000762900450828
60,2018-07-01,0.4364807458067221,0.9565066731154113,0.8925107404540166,0.6644957431303693,-10.03170981299969
